budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{'id': 18, 'name': 'Drama'}]",http://www.controlthemovie.com,5708,"[{'id': 968, 'name': 'manchester city'}, {'id': 1279, 'name': 'medicine'}, {'id': 1605, 'name': 'new love'}, {'id': 1944, 'name': 'epilepsy'}, {'id': 4183, 'name': 'wife'}, {'id': 4470, 'name': 'punk'}, {'id': 4741, 'name': 'recording contract'}, {'id': 4746, 'name': 'record producer'}, {'id': 5716, 'name': 'record label'}, {'id': 6027, 'name': 'music'}, {'id': 10183, 'name': 'independent film'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 41591, 'name': 'music band'}]",en,Control,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",8.00969,"[{'name': 'Becker International', 'id': 1915}, {'name': 'Claraflora', 'id': 1916}, {'name': 'EM Media', 'id': 1917}, {'name': 'NorthSee', 'id': 1918}, {'name': 'Weinstein Company, The', 'id': 7289}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-09-26,8159508,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Control,7.5,206
15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,152792,"[{'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on true story'}]",en,Devil's Knot,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,5.988507,"[{'name': 'Worldview Entertainment', 'id': 9015}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-05-09,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They say the crimes were satanic. The truth may be scarier.,Devil's Knot,5.7,205
0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,277558,[],en,Final Girl,"Veronica, the new girl in town, is lured into the woods by a group of senior boys looking to make her a victim. But the boys don't know that Veronica's been trained to handle herself in surprisingly lethal ways.",6.082415,"[{'name': 'NGN Productions', 'id': 7587}, {'name': 'Prospect Park', 'id': 19776}, {'name': 'Final Girl Productions', 'id': 63208}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-04-14,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"She didn't start it, but she'll finish it.",Final Girl,5.0,205
30000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.babymamamovie.net/,8780,"[{'id': 3725, 'name': 'pregnancy and birth'}, {'id': 7638, 'name': 'surrogate mother'}]",en,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",10.901355,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Michaels-Goldwyn', 'id': 58553}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-23,63833449,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Would you put your eggs...in this basket?,Baby Mama,5.8,205
0,"[{'id': 37, 'name': 'Western'}]",,17529,"[{'id': 801, 'name': 'bounty hunter'}, {'id': 10958, 'name': 'man hunt'}]",en,True Grit,"The murder of her father sends a teenage tomboy, Mattie Ross (Kim Darby), on a mission of ""justice"", which involves avenging her father's death. She recruits a tough old marshal, ""Rooster"" Cogburn (John Wayne), because he has ""grit"", and a reputation of getting the job done. The two are joined by a Texas Ranger, La Boeuf (Glen Campbell), who is looking for the same man (Jeff Corey) for a separate murder in Texas. Their odyssey takes them from Fort Smith, Arkansas, deep into the Indian Territory (present day Oklahoma) to find their man.",12.497833,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-06-11,14250000,128,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The strangest trio ever to track a killer,True Grit,7.3,205
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,45156,"[{'id': 6282, 'name': 'workplace'}, {'id': 10163, 'name': 'cancer'}, {'id': 14522, 'name': 'co-worker'}, {'id': 156921, 'name': 'dog allergy'}, {'id': 161698, 'name': 'doctor patient relationship'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}]",en,A Little Bit of Heaven,"It's a comedy about a guarded woman who finds out she's dying of cancer, but when she meets her match, the threat of falling in love is scarier than death",7.174869,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'The Film Department', 'id': 5801}, {'name': 'MJW Films', 'id': 36433}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-02-03,1296937,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life starts now.,A Little Bit of Heaven,6.2,205
0,"[{'id': 35, 'name': 'Comedy'}]",,11566,"[{'id': 732, 'name': 'coma'}, {'id': 833, 'name': 'white house'}, {'id': 840, 'name': 'usa president'}, {'id': 4073, 'name': 'apoplectic stroke'}, {'id': 161891, 'name': 'doppelganger'}]",en,Dave,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...",13.696394,"[{'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Northern Lights Entertainment', 'id': 8816}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-07,63000000,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In a country where anybody can become President, anybody just did.",Dave,6.3,205
11000000,"[{'id': 35, 'name': 'Comedy'}]",,10156,"[{'id': 488, 'name': 'moses'}, {'id': 1405, 'name': 'roman empire'}, {'id': 4344, 'name': 'musical'}, {'id': 4428, 'name': 'stone age'}, {'id': 6027, 'name': 'music'}, {'id': 194576, 'name': 'julius caesar'}]",en,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",9.270492,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brooksfilms', 'id': 5612}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-06-12,31672907,92,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",History of the World: Part I,6.5,205
60000000,"[{'id': 53, 'name': 'Thriller'}]",,9320,"[{'id': 212, 'name': 'london england'}, {'id': 3823, 'name': 'weather manipulation'}, {'id': 4391, 'name': 'wretch'}]",en,The Avengers,"British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",9.562953,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-13,48585416,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Saving the World in Style.,The Avengers,4.4,205
38000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,11595,"[{'id': 378, 'name': 'prison'}, {'id': 1420, 'name': 'gas station'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 5340, 'name': 'investigation'}, {'id': 6110, 'name': 'weapon'}, {'id': 10950, 'name': 'shootout'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 15234, 'name': 'convict'}, {'id': 168590, 'name': 'tough cop'}, {'id': 222423, 'name': 'blast'}]",en,Another 48 Hrs.,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the ""Ice Man"". Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",6.938921,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-06-08,153518974,95,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The boys are back in town.,Another 48 Hrs.,5.8,205
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,15189,"[{'id': 2393, 'name': 'adoption'}, {'id': 8841, 'name': 'puppy'}, {'id': 12341, 'name': 'pitbull'}, {'id': 13014, 'name': 'orphan'}, {'id': 158394, 'name': 'foster home'}, {'id': 158395, 'name': 'animal lover'}, {'id': 158415, 'name': 'beagle'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Hotel for Dogs,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",6.317992,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Nickelodeon Movies', 'id': 2348}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-16,73034460,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No stray gets turned away.,Hotel for Dogs,5.7,205
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,290637,"[{'id': 3335, 'name': 'halloween'}, {'id': 6149, 'name': 'police'}, {'id': 9748, 'name': 'revenge'}, {'id': 9786, 'name': 'burned alive'}, {'id': 10103, 'name': 'children'}, {'id': 13063, 'name': 'car accident'}, {'id': 14512, 'name': 'new york city'}, {'id': 162846, 'name': 'ghost'}, {'id': 170865, 'name': 'child kidnapping'}]",en,Pay the Ghost,"One year after his young son disappeared during a Halloween carnival, Mike Cole is haunted by eerie images and terrifying messages he can’t explain. Together with his estranged wife, he will stop at nothing to unravel the mystery and find their son—and, in doing so, he unearths a legend that refuses to remain buried in the past.",7.935683,"[{'name': 'Voltage Films', 'id': 51523}, {'name': 'Midnight Kitchen Productions', 'id': 51524}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-16,2160298,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil walks among us.,Pay the Ghost,5.1,204
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,9042,"[{'id': 6201, 'name': 'fall'}, {'id': 9786, 'name': 'burned alive'}, {'id': 14819, 'name': 'violence'}, {'id': 33782, 'name': 'diver'}, {'id': 156125, 'name': 'swimwear'}]",en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",8.077253,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cinerenta Medienbeteiligungs KG', 'id': 995}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Cineblue Internationale Filmproduktionsgesellschaft', 'id': 26032}, {'name': 'City Productions', 'id': 26033}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-08-25,15007991,97,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,There are places man was never meant to go.,The Cave,5.2,204
2900000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.blackdynamitemovie.com,24804,"[{'id': 577, 'name': 'black people'}, {'id': 10601, 'name': 'blaxploitation'}, {'id': 11931, 'name': 'spoof'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,Black Dynamite,"This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House...",10.92143,"[{'name': 'Destination Films', 'id': 769}, {'name': 'Six Point Harness', 'id': 5615}, {'name': 'Ars Nova', 'id': 67539}, {'name': 'Goliath Entertainment', 'id': 67540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-16,296557,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,He's super bad. He's outta sight. He's...,Black Dynamite,7.3,204
75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,1439,"[{'id': 393, 'name': 'civil war'}, {'id': 494, 'name': 'father son relationship'}, {'id': 1319, 'name': 'east india trading company'}, {'id': 2052, 'name': 'traitor'}, {'id': 2122, 'name': 'death penalty'}, {'id': 3434, 'name': 'thailand'}, {'id': 3998, 'name': 'palace'}, {'id': 5499, 'name': 'burma'}, {'id': 5600, 'name': 'daughter'}, {'id': 9920, 'name': 'royalty'}, {'id': 10508, 'name': 'teacher'}, {'id': 14643, 'name': 'battle'}, {'id': 197602, 'name': 'denunciation'}]",en,Anna and the King,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,17.65016,"[{'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'MY', 'name': 'Malaysia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-16,0,148,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,,Anna and the King,6.4,204
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,146375,[],fr,De l'autre côté du périph,Two mismatched cops team up to investigate the murder of a business mogul's wife.,5.160049,"[{'name': 'M6 Films', 'id': 1115}, {'name': 'Mars Distribution', 'id': 2908}, {'name': 'Mandarin Film', 'id': 7839}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2012-12-15,25109572,96,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,On the Other Side of the Tracks,5.4,204
18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.iloveyoubethcoopermovie.com/,19840,"[{'id': 2389, 'name': 'virgin'}, {'id': 2920, 'name': 'cheerleader'}, {'id': 3687, 'name': 'graduation'}, {'id': 6270, 'name': 'high school'}, {'id': 8046, 'name': 'aspen'}, {'id': 9713, 'name': 'friends'}, {'id': 11524, 'name': 'in the closet'}, {'id': 13130, 'name': 'teenager'}, {'id': 15402, 'name': 'popularity'}, {'id': 223438, 'name': 'based on young adult novel'}, {'id': 233617, 'name': 'popular girl'}]",en,"I Love You, Beth Cooper","Nerdy teenager Denis Cooverman (Paul Rust) harbors a secret crush on Beth Cooper (Hayden Panettiere), the hottest girl in high school. During his graduation speech, Denis lets the cat out of the bag and declares his love for Beth, who, instead of dissing Denis, shows up at his house later that day and promises to show him the time of his life.",9.434281,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Fox Atomic', 'id': 2890}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Bece Canada Productions', 'id': 11755}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-10,15345201,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Popularity is nice. Popular girls are not.,"I Love You, Beth Cooper",5.2,204
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,146203,"[{'id': 163053, 'name': 'found footage'}]",en,The Last Exorcism Part II,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",5.874458,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'CBS Films', 'id': 5490}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-02-28,15179302,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The second coming,The Last Exorcism Part II,4.4,204
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",http://www.hotelchevalier.com/,6418,"[{'id': 90, 'name': 'paris'}, {'id': 293, 'name': 'female nudity'}, {'id': 894, 'name': 'depression'}, {'id': 922, 'name': 'hotel room'}, {'id': 1979, 'name': 'balcony'}, {'id': 2483, 'name': 'nudity'}, {'id': 4663, 'name': 'lovers'}, {'id': 5490, 'name': 'girlfriend'}, {'id': 9713, 'name': 'friends'}, {'id': 214549, 'name': 'short'}]",en,Hotel Chevalier,"Grief? Depression? Ambiguity in a Paris hotel room. Jack Whitman lies on a bed, ordering a grilled cheese sandwich from room service. His phone rings; it's a woman on her way to see him, a surprise. He readies the room, moving without affect, drawing a bath, changing his clothes. She arrives, as does the food, and the complications of their relationship emerge in bits and pieces. He invites her out on the balcony to see his view. Will they make love? Is the relationship over?",4.933446,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'American Empirical Pictures', 'id': 23449}, {'name': 'Première Heure', 'id': 70449}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-03,0,13,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Hotel Chevalier,7.1,204
0,"[{'id': 35, 'name': 'Comedy'}]",,14052,"[{'id': 572, 'name': 'sex'}, {'id': 171375, 'name': 'defenestration'}, {'id': 171376, 'name': 'funhouse'}, {'id': 171377, 'name': 'boy with glasses'}, {'id': 171386, 'name': 'breathing fire'}, {'id': 171387, 'name': 'pie eating'}]",en,Revenge of the Nerds,"At Adams College, the jocks rule the school from their house on high, the Alpha Beta fraternity. So when a group of socially-challenged misfits try to go Greek, they're instantly rejected by every house on campus. Deciding to start their own fraternity to protect their outcast brothers, the campus nerds soon find themselves in a battle royale as the Alpha Betas try to crush their new rivals.",5.780761,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Zacharias-Buhai Productions', 'id': 79025}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-07-20,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The time has come for REVENGE OF THE NERDS,Revenge of the Nerds,6.6,204
63000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,12160,"[{'id': 75, 'name': 'gunslinger'}, {'id': 395, 'name': 'gambling'}, {'id': 798, 'name': 'sheriff'}, {'id': 1559, 'name': 'deputy sheriff'}, {'id': 4391, 'name': 'wretch'}, {'id': 5074, 'name': 'wyatt earp'}, {'id': 6165, 'name': 'historical figure'}, {'id': 9550, 'name': 'doc holliday'}]",en,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",9.277147,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Kasdan Pictures', 'id': 13040}, {'name': 'Paragon Entertainment Corp.', 'id': 24217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-24,25052000,191,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The epic story of love and adventure in a lawless land.,Wyatt Earp,6.5,203
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,2176,"[{'id': 387, 'name': 'california'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 2143, 'name': 'loss of parents'}, {'id': 9937, 'name': 'suspense'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 13014, 'name': 'orphan'}, {'id': 13063, 'name': 'car accident'}]",en,The Glass House,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.",6.418936,"[{'name': 'Original Film', 'id': 333}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-14,23619609,106,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The glass is about to be shattered...,The Glass House,5.4,203
0,"[{'id': 35, 'name': 'Comedy'}]",,14645,"[{'id': 207317, 'name': 'christmas'}]",fr,Le Père Noël est une ordure,"Félix, disguised as Father Christmas, hands out leaflets advertising a sexy Christmas party. His place is taken by an African Santa Claus and he returns to his caravan only to find his girlfriend Josette about to leave him. When he comes after her, she takes refuge at ""SOS Distress"", run by two neurotics, Thérèse and Pierre.",5.870932,"[{'name': 'Films A2', 'id': 875}, {'name': 'Trinacra Films', 'id': 4765}, {'name': 'Les Films du Splendid', 'id': 13048}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1982-08-25,0,88,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Santa Claus Is a Stinker,7.4,203
0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,384798,"[{'id': 4565, 'name': 'dystopia'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 14544, 'name': 'robot'}]",en,Kill Command,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",8.089782,"[{'name': 'Vertigo Films', 'id': 10393}, {'name': 'Bandito', 'id': 78624}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2016-05-13,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't fight the future.,Kill Command,5.2,203
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,353571,"[{'id': 237, 'name': 'gay'}, {'id': 1009, 'name': 'baby'}, {'id': 4580, 'name': 'van'}, {'id': 5918, 'name': 'painting'}, {'id': 10594, 'name': 'money'}, {'id': 14604, 'name': 'theft'}, {'id': 178317, 'name': 'book signing'}, {'id': 182295, 'name': 'reading a book'}, {'id': 187056, 'name': 'woman director'}]",en,Tallulah,"Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",4.957457,"[{'name': 'Ocean Blue Entertainment', 'id': 36434}, {'name': 'Route One Films', 'id': 50482}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-01-23,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life  can be a real mother,Tallulah,6.8,203
0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,13313,"[{'id': 3205, 'name': 'fairy tale'}, {'id': 161271, 'name': 'beast'}, {'id': 207317, 'name': 'christmas'}]",en,Beauty and the Beast: The Enchanted Christmas,"Belle prepares the castle for Christmas against Beast's wishes, trying to bring him happiness for the season...",8.169404,"[{'name': 'Walt Disney Television Animation', 'id': 3475}, {'name': 'Walt Disney Animation Canada', 'id': 12402}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-11,0,72,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Beauty and the Beast: The Enchanted Christmas,5.9,203
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",http://www.shinepictures.co.uk/films/9/spooks-the-greater-good/,292040,"[{'id': 417, 'name': 'corruption'}, {'id': 949, 'name': 'terrorist'}, {'id': 1653, 'name': 'explosive'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 6149, 'name': 'police'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 10685, 'name': 'escape'}, {'id': 13116, 'name': 'one man army'}, {'id': 14546, 'name': 'massacre'}, {'id': 15246, 'name': 'sabotage'}, {'id': 181093, 'name': 'innocent person killed'}, {'id': 187844, 'name': 'flashback'}, {'id': 190904, 'name': 'mi5'}, {'id': 221816, 'name': 'disobeying orders'}]",en,Spooks: The Greater Good,"During a handover to the head of counter-terrorism of MI5, Harry Pearce, a terrorist escapes custody. When Harry disappears soon after, his protégé is tasked with finding out what happened as an impending attack on London looms, and eventually uncovers a deadly conspiracy.",10.199449,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Isle of Man Film', 'id': 2268}, {'name': 'Shine Pictures', 'id': 16880}, {'name': 'Kudos Film and Television', 'id': 20244}, {'name': 'Pinewood Pictures', 'id': 62230}, {'name': 'Creative England', 'id': 64479}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-04-11,1473809,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Spooks: The Greater Good,5.9,203
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,10414,"[{'id': 1483, 'name': 'sports team'}, {'id': 6075, 'name': 'sport'}, {'id': 6483, 'name': 'ice hockey'}, {'id': 41132, 'name': 'hockey game'}, {'id': 41401, 'name': 'winning'}, {'id': 156115, 'name': 'feel-good ending'}, {'id': 191222, 'name': 'the big game'}]",en,The Mighty Ducks,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",6.113646,"[{'name': 'Walt Disney', 'id': 5888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-10-01,50752337,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,203
