userId,result
347,"[608, 296, 1380, 2762, 318, 593, 349, 733, 2291, 5816]"
348,"[356, 2329, 2571, 1732, 47, 4993, 7438, 750, 924, 1200]"
349,"[457, 318, 150, 589, 47, 454, 592, 1, 110, 185]"
350,"[589, 780, 457, 356, 1036, 62, 1265, 527, 588, 2571]"
351,"[2571, 318, 3147, 2028, 260, 110, 1580, 2858, 1221, 2324]"
352,"[527, 110, 4306, 7361, 589, 6377, 5989, 1196, 1617, 858]"
353,"[356, 480, 589, 296, 2571, 2700, 110, 367, 1732, 1221]"
354,"[5618, 6377, 48394, 4306, 1206, 1136, 50, 4886, 6539, 7153]"
355,"[318, 296, 1136, 1196, 3897, 1198, 356, 1206, 260, 1732]"
356,"[79132, 1214, 593, 47, 858, 1196, 541, 59315, 527, 68954]"
357,"[3578, 4306, 904, 2571, 3793, 5952, 1676, 3996, 2918, 50]"
358,"[79132, 4995, 69122, 2959, 593, 296, 47, 1265, 1704, 356]"
359,"[2762, 110, 318, 1214, 2858, 364, 588, 1035, 1136, 5952]"
360,"[2858, 541, 858, 1198, 356, 1200, 1079, 1136, 1196, 1222]"
361,"[1198, 1291, 480, 1527, 2617, 2028, 1196, 648, 1270, 2115]"
362,"[1136, 1198, 750, 4226, 541, 4993, 1199, 1200, 1214, 1210]"
363,"[7361, 2858, 356, 1265, 2571, 2959, 33794, 2918, 4995, 1197]"
365,"[2571, 318, 356, 296, 293, 79132, 70286, 33493, 60069, 6934]"
366,"[5952, 260, 1210, 318, 47, 3147, 44191, 1196, 1198, 593]"
367,"[364, 595, 1210, 1035, 1213, 588, 780, 2858, 2571, 1214]"
368,"[150, 1704, 912, 1136, 356, 1265, 608, 1393, 2918, 1079]"
369,"[2959, 318, 2571, 356, 593, 296, 1265, 2542, 51255, 4993]"
370,"[79132, 5952, 2291, 5218, 3897, 4993, 356, 4027, 1206, 4995]"
371,"[1196, 260, 4973, 1089, 1210, 296, 1291, 1214, 608, 1222]"
372,"[2571, 2858, 2959, 2028, 2762, 1097, 1527, 3578, 480, 1968]"
373,"[608, 47, 111, 1214, 1207, 4306, 1136, 2571, 1270, 2858]"
374,"[110, 593, 364, 589, 19, 2502, 3897, 47, 32, 223]"
375,"[1196, 260, 4993, 1136, 1270, 1197, 593, 778, 608, 296]"
376,"[318, 260, 3793, 4963, 589, 1, 364, 597, 2762, 33493]"
377,"[1136, 1198, 1240, 858, 296, 1210, 1580, 1265, 1387, 593]"
378,"[2028, 260, 356, 2762, 4306, 4886, 3578, 1198, 1210, 6377]"
379,"[161, 593, 454, 153, 150, 595, 377, 1, 11, 588]"
380,"[296, 6874, 1198, 2985, 4979, 1214, 1136, 2288, 8874, 33794]"
381,"[296, 2959, 3408, 6377, 527, 858, 3481, 5349, 1200, 2858]"
382,"[1213, 47, 2716, 7438, 1200, 33794, 1270, 1954, 1208, 1221]"
383,"[2028, 4993, 2571, 1961, 4995, 1, 6377, 364, 588, 110]"
384,"[1196, 2858, 50, 858, 318, 608, 47, 364, 1089, 1221]"
385,"[296, 2571, 1732, 2959, 733, 1089, 527, 3052, 1214, 4993]"
386,"[356, 527, 457, 589, 364, 588, 590, 597, 539, 344]"
387,"[2194, 593, 1225, 1, 1036, 1274, 3160, 904, 2997, 527]"
388,"[2571, 6539, 364, 5952, 1580, 4886, 6365, 588, 4963, 8644]"
389,"[318, 110, 6, 480, 380, 364, 356, 589, 1073, 150]"
390,"[296, 7153, 1196, 356, 4993, 1136, 47, 5378, 4995, 2628]"
391,"[296, 750, 1252, 1196, 260, 1198, 1221, 1212, 913, 1387]"
392,"[1270, 260, 296, 480, 2918, 2762, 1210, 356, 1240, 858]"
393,"[7153, 4993, 3578, 356, 60069, 4306, 318, 6377, 6539, 8368]"
394,"[588, 318, 165, 296, 344, 231, 364, 589, 253, 292]"
395,"[736, 648, 2617, 588, 457, 150, 253, 1198, 1291, 780]"
396,"[260, 1198, 1265, 296, 1197, 2571, 1136, 1210, 2858, 2918]"
397,"[296, 2858, 1206, 1193, 858, 912, 541, 2959, 3996, 904]"
398,"[2959, 293, 2571, 4993, 527, 953, 47, 111, 296, 904]"
399,"[110, 1, 6539, 2571, 2028, 318, 364, 1036, 3793, 296]"
400,"[296, 260, 1089, 1200, 1208, 1196, 111, 589, 318, 1214]"
401,"[2571, 79132, 2959, 4226, 1, 1193, 1198, 1197, 68157, 1291]"
402,"[356, 592, 595, 316, 1, 110, 367, 34, 296, 318]"
403,"[356, 1222, 2571, 2959, 1196, 608, 4963, 260, 3578, 778]"
404,"[457, 592, 344, 349, 589, 780, 150, 141, 1, 253]"
405,"[1210, 2858, 356, 1208, 858, 608, 593, 318, 1265, 2997]"
406,"[1291, 593, 2174, 296, 1617, 2617, 1200, 1270, 480, 1210]"
407,"[318, 1196, 7438, 7361, 296, 2762, 1210, 1214, 6863, 4226]"
408,"[588, 1200, 2716, 110, 589, 2762, 593, 1221, 6539, 8636]"
409,"[1214, 1208, 904, 1233, 1270, 2858, 541, 923, 527, 924]"
410,"[858, 608, 356, 1136, 2028, 480, 1617, 47, 527, 110]"
411,"[588, 593, 293, 440, 6, 261, 288, 36, 367, 595]"
412,"[527, 1198, 924, 912, 750, 3578, 2716, 1136, 260, 1208]"
413,"[2571, 7153, 356, 4226, 5952, 50, 1193, 7438, 4306, 8961]"
414,"[589, 2762, 1036, 110, 1230, 2000, 588, 3578, 1517, 1097]"
415,"[1208, 1214, 1196, 2194, 1732, 2028, 32, 110, 589, 1213]"
416,"[593, 1089, 2571, 1193, 6711, 4226, 778, 7361, 4027, 3481]"
417,"[50, 1136, 1200, 7438, 1196, 1222, 2762, 1080, 7361, 590]"
418,"[2858, 356, 541, 608, 4993, 1, 47, 1196, 1089, 2571]"
419,"[356, 1704, 5952, 1617, 48516, 111, 1214, 480, 6, 1200]"
420,"[1196, 593, 3578, 1968, 1210, 1732, 44191, 260, 858, 1682]"
421,"[1136, 296, 2959, 47, 4896, 1197, 1073, 1196, 1, 1682]"
422,"[1196, 2571, 4226, 2918, 457, 527, 1214, 296, 608, 541]"
423,"[593, 1196, 2028, 260, 1089, 1210, 858, 648, 1221, 2959]"
424,"[296, 4027, 1206, 1198, 8961, 356, 1080, 1136, 1580, 1200]"
425,"[44191, 4011, 34048, 50, 223, 6365, 51662, 32587, 541, 45722]"
426,"[4963, 318, 5418, 356, 1, 5218, 1580, 2571, 6539, 595]"
427,"[260, 1196, 2571, 4993, 47, 2959, 2028, 8961, 593, 5989]"
428,"[296, 47, 110, 608, 2502, 1221, 4226, 318, 5952, 7153]"
429,"[165, 364, 160, 318, 110, 457, 589, 593, 161, 296]"
430,"[260, 4226, 50, 1196, 296, 2028, 589, 1291, 47, 1221]"
431,"[2028, 1221, 1291, 356, 1089, 733, 110, 2716, 50, 2571]"
432,"[2571, 49272, 5010, 8961, 4878, 49530, 457, 63113, 150, 33794]"
433,"[589, 7153, 2571, 32, 593, 1198, 260, 4993, 356, 7438]"
434,"[1208, 1198, 1221, 50, 1968, 904, 47, 457, 1220, 1201]"
435,"[296, 2028, 2329, 3147, 4262, 1704, 2997, 260, 527, 2571]"
436,"[47, 110, 590, 589, 253, 296, 300, 588, 593, 442]"
437,"[1196, 1214, 1136, 2858, 541, 1089, 1387, 904, 1240, 2762]"
438,"[7153, 296, 356, 2985, 1198, 4027, 2716, 4993, 51255, 2791]"
439,"[1206, 1732, 2959, 47, 1136, 608, 593, 32, 260, 1]"
440,"[1208, 750, 608, 1200, 1196, 260, 1198, 858, 1210, 1240]"
441,"[1210, 3578, 1580, 1136, 1704, 231, 344, 3793, 1291, 5445]"
442,"[7361, 2959, 593, 2858, 296, 1136, 4011, 4226, 608, 589]"
443,"[2858, 1136, 1682, 1197, 3949, 1196, 58559, 50, 1219, 1259]"
444,"[608, 32, 457, 475, 648, 590, 2571, 733, 318, 25]"
445,"[858, 1196, 2858, 318, 1193, 1221, 589, 904, 1210, 2997]"
446,"[318, 480, 380, 296, 1, 165, 344, 50, 260, 1270]"
447,"[50, 34, 527, 260, 608, 1, 589, 780, 2571, 4993]"
448,"[1732, 318, 608, 4886, 2028, 55820, 1214, 750, 541, 48774]"
449,"[1206, 1136, 2959, 2571, 608, 858, 1097, 541, 1213, 1225]"
450,"[1196, 1210, 1213, 2571, 589, 296, 47, 1089, 2959, 1265]"
451,"[47, 356, 1200, 858, 608, 592, 2959, 260, 223, 1199]"
452,"[260, 1210, 296, 593, 34, 2571, 318, 1265, 46578, 5952]"
453,"[356, 2987, 7153, 2959, 293, 318, 1270, 296, 2078, 2081]"
454,"[2959, 47, 7361, 2571, 4973, 50, 111, 1193, 2762, 608]"
455,"[296, 10, 21, 47, 1073, 368, 1079, 7, 32, 293]"
456,"[1210, 858, 1291, 2571, 260, 480, 608, 1580, 1036, 296]"
457,"[296, 589, 1265, 1036, 1196, 1291, 7153, 1198, 1210, 47]"
458,"[588, 47, 648, 356, 165, 349, 339, 593, 11, 377]"
459,"[4993, 2762, 7361, 44191, 2959, 8961, 2571, 4963, 4878, 4226]"
460,"[1198, 5349, 3793, 1291, 364, 1213, 4886, 50, 2329, 4011]"
461,"[2858, 296, 6377, 1136, 2959, 1196, 590, 1206, 2918, 1265]"
462,"[2997, 111, 1193, 3362, 922, 3504, 2959, 903, 910, 913]"
463,"[4993, 1196, 296, 1089, 2571, 47, 260, 6874, 2028, 1214]"
464,"[7153, 4993, 260, 51662, 593, 1682, 1291, 7361, 7438, 48780]"
465,"[912, 858, 2858, 1617, 2571, 296, 903, 1136, 1206, 1265]"
466,"[593, 34162, 296, 6365, 2858, 72998, 6539, 1704, 97938, 480]"
467,"[356, 924, 2571, 260, 2858, 1196, 1968, 1210, 457, 858]"
468,"[457, 500, 356, 480, 589, 593, 454, 648, 377, 364]"
469,"[1201, 356, 2959, 1391, 111, 2019, 2716, 1028, 235, 1276]"
470,"[589, 593, 292, 553, 364, 597, 11, 780, 277, 350]"
471,"[318, 5952, 7153, 68954, 79132, 48516, 2329, 4306, 1210, 3114]"
472,"[1265, 79132, 260, 2918, 1213, 2571, 593, 2959, 2997, 1704]"
473,"[296, 2571, 4995, 356, 47, 6863, 8784, 1196, 32, 2858]"
474,"[551, 2028, 589, 541, 1210, 1527, 593, 5816, 7153, 1610]"
475,"[356, 296, 780, 7438, 79132, 2858, 7153, 1704, 4973, 4963]"
476,"[480, 110, 39, 648, 593, 367, 21, 316, 551, 527]"
477,"[2959, 1732, 111, 1206, 1247, 924, 356, 1997, 50, 1213]"
478,"[296, 2918, 1196, 1265, 1, 47, 858, 608, 1682, 2571]"
479,"[1200, 2959, 1259, 1136, 1214, 2987, 1073, 648, 1196, 1197]"
480,"[1210, 2959, 50, 1, 1732, 1198, 1197, 318, 1201, 1259]"
481,"[47, 260, 296, 1136, 1210, 592, 2571, 593, 6874, 4306]"
482,"[480, 2028, 2571, 1196, 3793, 2268, 1676, 260, 1240, 1580]"
483,"[608, 2502, 2918, 1206, 1288, 589, 593, 1617, 2804, 1291]"
484,"[1210, 1198, 260, 4306, 1270, 1196, 3114, 919, 593, 1097]"
485,"[480, 377, 364, 589, 47, 586, 296, 367, 595, 587]"
486,"[364, 1, 595, 500, 350, 539, 587, 590, 440, 608]"
487,"[2571, 4995, 296, 356, 4226, 5989, 589, 8961, 6377, 33794]"
488,"[4226, 8368, 296, 44191, 2571, 1196, 260, 2858, 48780, 4995]"
489,"[858, 356, 1, 1527, 2858, 4886, 1196, 5618, 1136, 1210]"
490,"[6874, 3578, 4993, 260, 7361, 7153, 1198, 1270, 2115, 1214]"
491,"[8368, 89745, 58559, 68954, 7153, 5952, 8961, 4993, 260, 1196]"
492,"[648, 141, 3, 110, 318, 356, 34, 296, 260, 16]"
493,"[1732, 356, 1206, 1270, 318, 2762, 2194, 2918, 541, 1617]"
494,"[1240, 2959, 296, 318, 780, 1213, 4993, 541, 47, 356]"
495,"[593, 1196, 356, 589, 1136, 2329, 1213, 296, 1291, 260]"
496,"[2959, 318, 1198, 3578, 49272, 260, 33794, 48516, 527, 4963]"
497,"[296, 778, 1265, 3897, 356, 541, 46578, 4027, 6016, 223]"
498,"[589, 593, 2028, 344, 1265, 1196, 11, 3253, 1136, 2571]"
499,"[1200, 593, 858, 1213, 1221, 260, 1196, 589, 1270, 555]"
500,"[356, 1196, 1610, 2571, 858, 1136, 2028, 2762, 1270, 1073]"
501,"[1, 377, 110, 318, 733, 104, 480, 356, 376, 788]"
502,"[593, 47, 296, 589, 260, 1240, 4226, 1213, 2959, 1196]"
503,"[1206, 1208, 260, 356, 1210, 1196, 541, 608, 912, 1617]"
504,"[356, 1136, 1270, 318, 2571, 1198, 223, 541, 750, 858]"
505,"[4993, 1196, 2571, 1136, 1270, 296, 2762, 356, 4226, 7153]"
506,"[1196, 260, 2571, 4993, 5952, 7153, 3578, 1210, 1270, 58559]"
507,"[356, 1, 527, 318, 364, 500, 539, 380, 587, 590]"
508,"[1197, 296, 318, 260, 2918, 1, 2959, 7361, 1136, 32]"
509,"[356, 318, 1270, 480, 608, 2791, 2959, 1036, 2858, 79132]"
510,"[1196, 2571, 1214, 296, 1270, 541, 47, 588, 1089, 1240]"
511,"[5952, 260, 68157, 58559, 296, 2028, 593, 60069, 1196, 4226]"
512,"[592, 356, 32, 25, 21, 551, 410, 367, 300, 16]"
513,"[1270, 2571, 1200, 356, 1265, 2762, 858, 377, 1291, 608]"
514,"[858, 1198, 1221, 1265, 2918, 1073, 1210, 1208, 1214, 1]"
515,"[2571, 1196, 4993, 5952, 7153, 4226, 1198, 1210, 2329, 3275]"
516,"[110, 1240, 1196, 2571, 2529, 608, 527, 2028, 1221, 1270]"
517,"[364, 356, 318, 2762, 1073, 780, 150, 551, 2115, 380]"
518,"[296, 2959, 1270, 1196, 47, 2571, 356, 32, 260, 1732]"
519,"[296, 4993, 2959, 3147, 5418, 318, 35836, 5952, 6377, 527]"
520,"[2959, 260, 2762, 296, 1196, 1704, 6377, 7361, 1961, 79132]"
521,"[260, 1, 1210, 318, 1393, 736, 858, 500, 494, 608]"
522,"[2959, 5952, 6365, 1196, 1206, 2716, 60069, 47, 1089, 7438]"
523,"[5952, 33794, 8961, 296, 2571, 1196, 3793, 260, 1732, 858]"
524,"[1200, 1196, 1198, 2571, 1265, 3793, 2028, 2916, 1610, 1527]"
525,"[5952, 7153, 296, 2959, 4993, 5349, 318, 1704, 2762, 541]"
526,"[4993, 527, 5952, 7153, 2571, 1196, 50, 3147, 260, 47]"
527,"[589, 1200, 1580, 858, 593, 2762, 1198, 2916, 1240, 3578]"
528,"[2028, 2959, 318, 1196, 608, 2762, 260, 1617, 1682, 1210]"
529,"[104, 1210, 377, 1393, 112, 457, 708, 852, 380, 47]"
530,"[588, 318, 185, 10, 364, 165, 368, 595, 589, 34]"
531,"[296, 1196, 47, 1270, 1291, 1136, 1193, 7153, 2858, 16]"
532,"[1270, 260, 356, 318, 1197, 380, 296, 1210, 10, 1265]"
533,"[589, 1196, 296, 2762, 32, 858, 541, 2028, 1213, 1270]"
534,"[296, 318, 1270, 1221, 1136, 1206, 380, 2959, 329, 1265]"
535,"[356, 2959, 296, 1136, 50, 2028, 541, 1080, 3578, 480]"
536,"[296, 318, 292, 364, 380, 588, 316, 161, 208, 10]"
537,"[73017, 2959, 4022, 4995, 47, 296, 6874, 4973, 7438, 4896]"
538,"[260, 4993, 5952, 2959, 1270, 1265, 1198, 5445, 1, 296]"
539,"[76093, 2959, 2571, 364, 480, 7153, 260, 1136, 1704, 2762]"
540,"[1291, 4226, 5952, 2716, 7153, 1270, 7373, 51662, 6333, 6711]"
541,"[296, 32, 588, 527, 380, 780, 292, 150, 648, 21]"
542,"[1, 318, 2762, 260, 1220, 4027, 3793, 4226, 2028, 1198]"
543,"[858, 1198, 541, 1214, 1610, 457, 589, 1200, 2028, 7153]"
544,"[318, 653, 104, 1210, 47, 110, 480, 788, 356, 6]"
545,"[1196, 260, 1265, 2571, 2918, 356, 608, 1210, 296, 457]"
546,"[2571, 593, 296, 4226, 47, 4306, 3578, 1136, 2997, 5816]"
547,"[2571, 296, 2959, 1208, 1206, 260, 1197, 50, 2762, 1200]"
548,"[7153, 2959, 5952, 1210, 4226, 1198, 4993, 296, 5418, 2858]"
549,"[593, 296, 47, 4993, 4306, 7153, 3481, 858, 70, 318]"
550,"[1198, 4993, 7153, 58559, 1291, 2959, 5952, 5349, 3793, 33794]"
551,"[480, 858, 364, 3578, 1196, 1036, 588, 780, 1214, 2858]"
552,"[260, 1221, 1198, 1240, 32, 1200, 1265, 2918, 858, 3897]"
553,"[79132, 318, 1193, 58559, 6539, 858, 356, 47, 68157, 1206]"
554,"[1, 318, 858, 356, 1136, 3114, 480, 2762, 1704, 2355]"
555,"[1610, 1136, 1291, 1221, 2858, 2716, 1387, 2248, 588, 47]"
556,"[356, 4306, 2571, 59315, 58559, 79132, 2959, 68954, 60069, 6539]"
557,"[480, 2571, 2716, 858, 593, 780, 1097, 47, 7153, 2115]"
558,"[4027, 260, 110, 1196, 2762, 2571, 527, 3578, 608, 1]"
559,"[457, 527, 296, 50, 858, 377, 293, 1196, 47, 1221]"
560,"[4993, 5952, 318, 2959, 5618, 2028, 8961, 858, 4886, 1206]"
561,"[5952, 858, 1201, 1221, 4226, 2918, 1208, 480, 32, 541]"
562,"[2571, 7361, 858, 593, 318, 4848, 4878, 4973, 1732, 608]"
563,"[2571, 5952, 4306, 1, 150, 7153, 1196, 4308, 4993, 527]"
564,"[2959, 356, 1704, 2028, 260, 58559, 858, 1580, 2329, 2502]"
565,"[356, 457, 593, 253, 110, 235, 551, 733, 1196, 16]"
566,"[110, 457, 47, 589, 597, 165, 367, 293, 288, 595]"
567,"[1196, 1, 47, 6377, 1265, 2571, 6539, 1136, 4306, 2959]"
568,"[1214, 924, 2571, 1200, 912, 541, 111, 858, 296, 2194]"
569,"[457, 150, 110, 318, 2, 589, 1198, 1196, 1291, 500]"
570,"[1036, 1196, 296, 33493, 2762, 1240, 5952, 53996, 50, 58559]"
571,"[2762, 260, 1097, 1206, 2571, 480, 1200, 1259, 2028, 1210]"
572,"[296, 904, 608, 1617, 1197, 2571, 1206, 541, 1200, 1234]"
573,"[260, 1265, 1213, 2762, 7153, 1198, 1258, 1270, 110, 2628]"
574,"[457, 480, 589, 356, 333, 39, 165, 364, 344, 2028]"
575,"[1265, 260, 356, 1136, 1197, 480, 32, 2762, 2858, 1240]"
576,"[2959, 593, 858, 1198, 1265, 2858, 296, 1136, 2571, 1193]"
577,"[260, 2028, 1307, 11, 1, 1610, 34, 2918, 597, 150]"
578,"[68954, 5952, 79132, 2959, 4963, 5816, 356, 7153, 4896, 40815]"
579,"[588, 2571, 457, 589, 1036, 1210, 3793, 150, 380, 593]"
580,"[2959, 2571, 1527, 1214, 1676, 4022, 32, 597, 150, 1573]"
581,"[48516, 6539, 2858, 40815, 296, 3052, 8961, 47, 4963, 2028]"
582,"[5418, 1704, 33794, 7153, 296, 858, 356, 72998, 318, 5445]"
583,"[4963, 4896, 4306, 46578, 5816, 6377, 4447, 8368, 2502, 56367]"
584,"[318, 434, 161, 296, 266, 10, 432, 553, 454, 377]"
585,"[50, 356, 47, 91529, 1221, 2571, 778, 260, 5952, 4963]"
586,"[8961, 10, 1270, 4306, 5349, 2959, 68358, 1214, 49272, 4027]"
587,"[593, 1196, 1214, 318, 3793, 858, 2959, 750, 589, 924]"
588,"[648, 377, 150, 208, 32, 223, 329, 588, 10, 153]"
589,"[608, 457, 1196, 2571, 50, 260, 480, 1210, 1214, 32]"
590,"[1196, 2959, 356, 50, 899, 1968, 1193, 235, 1240, 2355]"
591,"[1196, 2858, 104, 1580, 1704, 5349, 150, 1270, 1517, 1198]"
592,"[587, 32, 1210, 736, 153, 186, 440, 2396, 11, 474]"
593,"[296, 4226, 1206, 924, 2762, 1036, 32, 1214, 1, 47]"
594,"[1270, 500, 1968, 318, 5816, 1196, 4306, 8368, 293, 4896]"
595,"[2918, 2571, 260, 608, 2762, 34, 1, 593, 1210, 1265]"
596,"[293, 260, 318, 593, 1220, 2716, 5669, 1080, 5218, 2291]"
597,"[2571, 589, 608, 2028, 2716, 1222, 924, 296, 2997, 593]"
599,"[293, 4878, 50, 1193, 3114, 79132, 8950, 527, 1197, 3535]"
600,"[5952, 1265, 4886, 8961, 3578, 588, 60069, 4896, 1, 1035]"
601,"[296, 593, 2329, 47, 58559, 8961, 68157, 7438, 356, 4011]"
602,"[457, 1198, 110, 588, 858, 1196, 1265, 7153, 185, 1221]"
603,"[1196, 1136, 318, 50, 4226, 750, 1258, 4993, 1261, 44555]"
604,"[318, 587, 380, 50, 590, 356, 527, 377, 480, 500]"
605,"[364, 1198, 551, 588, 1682, 59315, 1, 3793, 4993, 8961]"
606,"[608, 1265, 2918, 44191, 8874, 1258, 1517, 4878, 3052, 4896]"
607,"[47, 595, 588, 364, 150, 2355, 356, 46578, 500, 590]"
608,"[1198, 1704, 364, 1240, 4306, 1923, 3147, 6874, 53996, 2683]"
609,"[356, 364, 593, 380, 150, 597, 32, 2329, 6377, 39]"
610,"[7438, 6539, 2716, 608, 2700, 122882, 1079, 924, 1278, 2502]"
